Gene_Symbol,Label
TAOK3,0
CHCHD2,0
EIF3J,0
RAD50,0
ZRANB1,0
TP53I13,0
CACTIN,0
TSC22D4,0
CDK15,0
KBTBD2,0
BLOC1S4,0
KLHL18,0
ATL2,0
TCF25,0
GTF2B,0
RPS28,0
SAPCD2,0
BLCAP,0
TUBGCP2,0
PAFAH1B1,0
DNAJC7,0
RBM17,0
NPIPB3,0
TUBB,0
SLC30A9,0
TBX2,0
ARL2,0
EIF4G1,0
SPATA22,0
NDUFAF2,0
VKORC1,0
CSNK1G2,0
SEC24B,0
TADA3,0
CENPV,0
STARD9,0
KIAA0753,0
SELENOW,0
TDRD12,0
VPS51,0
BCR,0
OGDH,0
GOSR2,0
CCNI2,0
RAB11A,0
ANKRD53,0
GAS2,0
CRY1,0
KATNAL2,0
KIF18B,0
ILF2,0
SARS,0
BDH2,0
PPP1R14B,0
SRP19,0
MEIOSIN,0
GBF1,0
SMARCAD1,0
NF2,0
GORASP2,0
ARNT,0
CCDC8,0
GNB1,0
NCAPG2,0
RSRC2,0
ZNF768,0
NASP,0
RPS14,0
PTTG2,0
AURKAIP1,0
TPP1,0
TAOK1,0
CIT,0
MED29,0
SLC25A3,0
KIF18A,0
PDE4DIP,0
PBDC1,0
ASNSD1,0
ATP5MG,0
DYNC1I2,0
NUDT21,0
PRPF6,0
SARNP,0
MAF1,0
FAM98A,0
PSMD3,0
KIF11,0
RMI1,0
SF3B4,0
RPTOR,0
REC114,0
SGTA,0
BUD31,0
MED25,0
MCM4,0
DENND4B,0
MRPS18A,0
MAPK15,0
EXOSC10,0
COX5B,0
NDP,0
SUSD2,0
PPP1R13B,0
FBL,0
KNTC1,0
PADI6,0
MPZL1,0
CTDSP1,0
MED11,0
ERGIC1,0
CACUL1,0
PBK,0
KCTD19,0
SEPTIN11,0
UROD,0
NIN,0
GOLGA5,0
MOS,0
MACROH2A1,0
SMIM22,0
ATR,0
TMSB10,0
KDELR2,0
PAX6,0
NUFIP2,0
EID1,0
GDE1,0
PRKCE,0
CENPC,0
TRIP4,0
OPN1LW,0
DUSP22,0
NEK7,0
CSNK2A3,0
CIRBP,0
TUBD1,0
TMEM203,0
PLPBP,0
NOX5,0
PRKCSH,0
ACAD9,0
USP9X,0
TELO2,0
PAPOLA,0
USP34,0
ZNF541,0
EIF1AX,0
TM4SF5,0
YEATS2,0
ASNA1,0
DYNC1I1,0
GAS1,0
RECQL5,0
SFR1,0
PSMA6,0
ATP5PO,0
CLOCK,0
RALA,0
RPL14,0
CALM3,0
PABPC1,0
NFATC2IP,0
NSMCE2,0
TCEAL4,0
OFD1,0
DCAF13,0
EID2,0
ACTR1B,0
CENPM,0
HINFP,0
BLM,0
ID4,0
NPTN,0
OSBP,0
DHX38,0
GGA2,0
RPL10L,0
JAK1,0
MAML1,0
EXOSC4,0
MRTO4,0
TUBB2B,0
THRAP3,0
NANOS2,0
DPP7,0
CCNF,0
CENPB,0
MSH5,0
RPL10A,0
VMA21,0
RPL13A,0
TAF11,0
RNF44,0
MIR133B,0
NFE2L1,0
ERAL1,0
CSNK1A1,0
RPS19BP1,0
SNX3,0
U2AF2,0
EBAG9,0
SRRM2,0
GIPC1,0
MYH10,0
PHF8,0
ADSS,0
CDK5RAP2,0
SENP6,0
COPG1,0
MNS1,0
SELENOH,0
SMC5,0
CEBPA,0
LSM11,0
FAM50A,0
COX8A,0
LPIN1,0
NOMO1,0
ATG3,0
CSAG1,0
RSAD1,0
PHF13,0
MRPL43,0
MRPS30,0
PEBP1,0
TAF2,0
RNF187,0
GRPEL1,0
IPO5,0
ESX1,0
RMI2,0
CCNB2,0
BCL7C,0
KIF1BP,0
DAZL,0
PDCD6IP,0
SMC4,0
EEF1A1,0
HJURP,0
EIF2S2,0
URM1,0
UBE2C,0
RRM1,0
MARCH7,0
SRSF10,0
EGLN2,0
RPL5,0
ELK1,0
LSM14B,0
EIF4EBP3,0
CFAP36,0
COX6A1,0
SETD2,0
ZZZ3,0
ESPL1,0
STK33,0
TMX4,0
GINM1,0
NDUFB9,0
CEP295,0
HAUS8,0
HLA-C,0
DNAJB9,0
NIPBL,0
RAD23A,0
LRRC47,0
TEX14,0
SMC1B,0
TEX19,0
TSPYL1,0
INCENP,0
HGS,0
DMRT1,0
CTPS1,0
TUBGCP5,0
ZBED3,0
SNRNP35,0
TRAPPC12,0
CDC34,0
TRIM37,0
TNKS2,0
ZNF593,0
BRINP3,0
FGFR1,0
PGRMC1,0
STRA8,0
SRSF11,0
TSC2,0
OSGIN2,0
HAT1,0
DPF3,0
AFG3L2,0
RPL9,0
BRD4,0
TUBG2,0
TESMIN,0
YIPF3,0
SDHAF2,0
UHRF1,0
TARDBP,0
RFC2,0
PDAP1,0
FZR1,0
PAXIP1,0
CST3,0
KIAA1109,0
TMEM165,0
TOP3B,0
MLH3,0
USP51,0
RP9,0
TRAM1,0
MIR372,0
RPLP1,0
JADE2,0
ANLN,0
ACTN4,0
VPS39,0
RAB24,0
WDR82,0
GABARAPL2,0
BIN3,0
TRIM8,0
ERVK3-1,0
RALBP1,0
NEU1,0
NARS,0
SIPA1,0
FAM168A,0
SPC24,0
MLH1,0
PAM16,0
PYURF,0
DHX30,0
GATD1,0
FEN1,0
PFDN1,0
CTCF,0
RPL39,0
CDKN2B,0
AGFG1,0
GAA,0
CENATAC,0
GINS1,0
NME1,0
CAV2,0
EMC2,0
TMSB4X,0
DR1,0
VPS72,0
RPL36AL,0
SKA2,0
ERCC6,0
MCPH1,0
FOXO4,0
LSM12,0
DNAJA2,0
ZNF365,0
WRN,0
UBR7,0
PPP2R5C,0
HNRNPAB,0
CENPI,0
DYNLRB2,0
POLR2L,0
HNRNPC,0
USP28,0
PDHA1,0
SNRNP70,0
POLQ,0
TIMM13,0
UBQLN1,0
RDX,0
CCNY,0
GOLGB1,0
METTL9,0
APRT,0
MIR134,0
RNF11,0
PLA2G15,0
MRM3,0
NEDD1,0
EEF1D,0
PPP2R2A,0
AKAP8L,0
TUSC2,0
LETM1,0
RPL7,0
PPP1R11,0
FBXO31,0
ZNF703,0
C2CD3,0
GIT1,0
MKRN1,0
LSM2,0
CDC25A,0
MAPRE3,0
CIAO2B,0
RNF7,0
HUWE1,0
RPL17,0
RCN1,0
PER2,0
TRIR,0
POLE3,0
COPRS,0
ATP5PD,0
MAGT1,0
ZMPSTE24,0
FBXO4,0
CD320,0
LRRC41,0
HPF1,0
SMU1,0
TIMM17A,0
ACBD6,0
DPF2,0
PSMD11,0
POC5,0
COX7C,0
GLRX5,0
MSL1,0
SMARCA2,0
RGP1,0
CDK2AP2,0
SGSM3,0
ZC3H11A,0
TPPP,0
NUP98,0
CALCOCO1,0
HINT1,0
PRPF8,0
IGBP1,0
ANAPC1,0
ZDHHC6,0
EME1,0
ARF3,0
VPS29,0
FAM220A,0
TBC1D20,0
PTGES2,0
BRME1,0
SLFN11,0
ZWINT,0
MARK3,0
GPNMB,0
AAMP,0
XRCC4,0
ARL8A,0
NEUROG1,0
UBE2L3,0
EP400,0
WTAP,0
CEP76,0
DCAF12,0
PARN,0
DCTN4,0
CBX1,0
CKAP5,0
DDX1,0
FAU,0
SNAPIN,0
ZBTB18,0
AKAP8,0
HUS1B,0
MCMDC2,0
UFC1,0
TOP2B,0
ANKK1,0
C16ORF72,0
CNP,0
MAPK1IP1L,0
SRSF4,0
POLR1E,0
ATP6AP1,0
SLC35A1,0
MED28,0
TALDO1,0
RPLP0,0
EIF2B3,0
SPOUT1,0
ZBED5,0
MUT,0
CDK17,0
ARFGAP2,0
MTREX,0
PMS2,0
MIR519D,0
MAFK,0
SPCS2,0
CD99,0
MXD3,0
CSRNP2,0
DNTTIP1,0
ATE1,0
STRAP,0
RBM46,0
MND1,0
PRPF38A,0
NANOGP8,0
ARL5A,0
LTV1,0
LFNG,0
HIRA,0
DNAJC11,0
GLRX3,0
CACNB4,0
BLOC1S2,0
HECTD1,0
DOT1L,0
CDK20,0
TMEM30A,0
GMNN,0
RAD51D,0
ZMAT2,0
NDUFB7,0
PRC1,0
SF1,0
MAJIN,0
NCAPH,0
POLR2J,0
MDM1,0
SDCBP,0
ICMT,0
POLD2,0
ZW10,0
TPRA1,0
TMEM8B,0
VPS26B,0
NUDC,0
JPT1,0
HLA-E,0
BRCA2,0
SNRPD3,0
CDK4,0
PSMC3IP,0
CYB5B,0
RPL34,0
TFG,0
ANAPC10,0
MEPCE,0
NAP1L1,0
SEC11A,0
IQSEC1,0
VTI1B,0
TOM1L1,0
KIF2C,0
RAD54B,0
TOP1,0
SUGT1,0
CHMP2B,0
ARIH2,0
MBTD1,0
SS18,0
MTFR1L,0
MRNIP,0
BRD8,0
HTATSF1,0
NUP107,0
EMC8,0
TOMM70,0
ASF1B,0
EMC4,0
FOXM1,0
AP3M1,0
SMC3,0
NRBP1,0
ELL,0
UBE3C,0
POLR2K,0
NSA2,0
SYS1,0
CUTA,0
MME,0
MAU2,0
PUM2,0
GJA1,0
MAP4,0
EIF2B1,0
BEX4,0
FBXO43,0
MRPL16,0
DDX51,0
MIR10A,0
TRIM71,0
GATD3A,0
VASH1,0
NUDT9,0
DYNLL1,0
FCF1,0
DDX12P,0
SPRY1,0
LIG1,0
TRIM36,0
EPRS,0
HAGH,0
WAC,0
FAM9C,0
USPL1,0
CLPX,0
RRP8,0
BCKDK,0
HNRNPUL1,0
P4HB,0
SYCE2,0
MRPL23,0
NOP14,0
DTX3L,0
IKZF5,0
EIF3H,0
PPP2R5A,0
ATF2,0
CENPE,0
GTF2F2,0
ATP6V0E1,0
DSCC1,0
ADAMTS1,0
CROCC,0
SEH1L,0
BSG,0
TDRD1,0
TMEM14B,0
WEE2,0
GPATCH4,0
ZFYVE26,0
BRSK2,0
SPDL1,0
DUSP13B,0
ANAPC13,0
ANAPC5,0
HSF5,0
AKIRIN2,0
OR2A4,0
INTS10,0
SMOC2,0
CDC7,0
VBP1,0
CEP68,0
UBL4A,0
EIF4G2,0
SNX17,0
COMMD6,0
CXCR5,0
RTF1,0
UBE2Q1,0
HAUS2,0
MIR892B,0
MBD2,0
COPA,0
IRF2BP1,0
SEC61B,0
NAE1,0
GPN3,0
ANKLE1,0
CHMP4C,0
ANKRD17,0
RPIA,0
DGCR6L,0
FAM177A1,0
RANBP1,0
WNK1,0
NAP1L4,0
ZNF324,0
EXOC4,0
MFSD14B,0
BRINP1,0
ACTL6A,0
TMEM50A,0
RPS2,0
TREX1,0
CUL5,0
FAF2,0
RPL24,0
TEX15,0
CHEK2,0
CAPZA1,0
NDUFC2,0
TADA2B,0
SDHD,0
KIAA0100,0
ETFB,0
DBX2,0
MAP9,0
MYO19,0
TFDP2,0
NAXE,0
LENG8,0
WBP4,0
STK24,0
TMEM230,0
PLOD3,0
POLR1D,0
ANKFY1,0
CDK5RAP1,0
PRELID3B,0
EEF1B2,0
NDUFS3,0
MED4,0
ACTR3,0
SRP9,0
HSPE1,0
INSR,0
MDC1,0
YY1,0
TUBB6,0
CIAO2A,0
CCDC50,0
WDR75,0
KAT14,0
MAD2L2,0
SGO1,0
TRIP13,0
GRHPR,0
APEH,0
NUP205,0
CLTC,0
EPM2AIP1,0
MRPL20,0
CDT1,0
KIF2B,0
SURF1,0
ALKBH5,0
SOX15,0
CDIPT,0
RNF6,0
CSE1L,0
SHB,0
SUN2,0
HAUS5,0
MAP3K7,0
MAP2K2,0
COQ5,0
H3F3B,0
SPIRE2,0
ACOX1,0
RNF113A,0
NOB1,0
EBNA1BP2,0
PRPF18,0
SLC4A1AP,0
PSMA5,0
BEX2,0
NDUFA8,0
XRCC3,0
MUL1,0
MRPL3,0
CDC6,0
MEI1,0
CALCOCO2,0
FBXO28,0
ORC4,0
USP1,0
HINT2,0
ORC6,0
PREP,0
CELF1,0
ZC3H12D,0
AHCY,0
CCNG2,0
RRP7A,0
DDX27,0
EML3,0
ZCCHC17,0
ENKD1,0
MRPS5,0
YARS,0
ANKS1A,0
EFHC1,0
SPPL3,0
MAGEA5P,0
IWS1,0
MAPK12,0
PTCH1,0
COX17,0
RPL18,0
DCTN6,0
HERPUD2,0
RANGAP1,0
TMEM67,0
FIBP,0
UBR2,0
SF3B1,0
NUF2,0
SEPTIN7,0
UCHL5,0
OGA,0
VAMP5,0
INTS7,0
CCDC42,0
KLHDC8B,0
PABIR1,0
PGAM1,0
AGPAT1,0
NXF1,0
NUDT16L1,0
CDS2,0
KNL1,0
C14ORF39,0
HNRNPD,0
PSMB6,0
UBXN1,0
NUMA1,0
PAGR1,0
RBBP7,0
TMEM245,0
COX15,0
PCYOX1,0
SSU72,0
ERCC2,0
PNO1,0
FAM9A,0
FNBP4,0
GATAD1,0
BAZ1B,0
GNG10,0
UPF1,0
EXOSC8,0
MIR873,0
BET1L,0
RPRM,0
ITM2B,0
SLC7A1,0
WDR90,0
CSNK1D,0
BCCIP,0
MIR26A1,0
PARD6B,0
ARPC1A,0
SYCP1,0
VPS26C,0
RPS18,0
MLF1,0
HSPA4,0
SLC26A8,0
MEAF6,0
RUVBL1,0
MSN,0
CDKN1C,0
CENPP,0
TSPYL2,0
ATP5F1D,0
RAB3GAP1,0
AP1G1,0
BTF3,0
MRPL36,0
TAB1,0
BRD3,0
CDK6,0
MCMBP,0
CLASP2,0
RTTN,0
COMT,0
XRCC6,0
PAN2,0
NABP2,0
GOLGA4,0
CDKL1,0
FUBP3,0
SLIRP,0
RAB11FIP4,0
TUBGCP3,0
PTTG3P,0
PPP2R3B,0
AIDA,0
REDIC1,0
FBXO21,0
TTYH1,0
COQ10B,0
EIF3G,0
BZW1,0
CCDC12,0
USP12,0
STRN3,0
FAM20B,0
EED,0
TMCO1,0
ZNRF4,0
SMIM11A,0
RNF181,0
SNRPE,0
TUBB2A,0
CDKL5,0
UBE2D3,0
AIP,0
FDX1,0
CUTC,0
H2AFJ,0
ATRIP,0
DLG1,0
TGFA,0
SQLE,0
WBP2,0
ENSG00000266560,0
ELOVL1,0
UBE2G1,0
KLHL22,0
YIPF6,0
TTK,0
H2AFV,0
LLGL1,0
MAPKAPK2,0
CCNG1,0
H2AFY,0
C6ORF106,0
FAM110A,0
MAD2L1,0
RRP9,0
EIF4EBP1,0
ECD,0
SETDB2,0
CCDC97,0
CCNQ,0
ARCN1,0
HORMAD1,0
IRF2BP2,0
MIR193A,0
PTK6,0
ANKRD52,0
NCL,0
KATNA1,0
SPICE1,0
MBIP,0
HNRNPA0,0
EDC3,0
REEP5,0
SUSD6,0
TMEM14C,0
MOK,0
MED13,0
UQCR11,0
KDM2A,0
UXT,0
FSD1,0
GALNT1,0
C11ORF98,0
ASPSCR1,0
NDUFA12,0
PNKD,0
RPS19,0
PRDM4,0
NDUFAB1,0
UBE2R2,0
TCTA,0
TBCD,0
CEBPZOS,0
HMGN2,0
CAMTA1,0
EMC3,0
SYCE1,0
CCNC,0
KIF5B,0
MRPS10,0
PTEN,0
TPX2,0
TBC1D10B,0
WDR13,0
CD59,0
NLRP5,0
NUDT6,0
GSPT1,0
CEP131,0
PRPSAP1,0
ATP6V1B2,0
ERP44,0
ADIPOR1,0
PPP6R1,0
SERF2,0
TUBB3,0
DCAF15,0
PSMA7,0
DERL1,0
RAD23B,0
RPS16,0
NGRN,0
LAPTM4A,0
RTCB,0
ADO,0
NRDE2,0
TNPO2,0
PPIH,0
PPP1R15B,0
NDUFA5,0
SMARCB1,0
MRPS16,0
MKRN2,0
ZNF318,0
SVBP,0
NPR2,0
HUS1,0
SHISA5,0
NME6,0
POC1B,0
MAPK1,0
PUM1,0
DMC1,0
TAS2R13,0
FBXL13,0
TUBA8,0
CECR2,0
MOB1A,0
PLEC,0
ERCC1,0
HSF2BP,0
ZNF330,0
TERB2,0
TIMELESS,0
HFM1,0
ADIPOR2,0
USH1C,0
SLC25A38,0
MYH9,0
PARP3,0
RAD21L1,0
NUDT15,0
NTMT1,0
ABRAXAS1,0
USP16,0
JAGN1,0
TMEM101,0
DRD2,0
CEBPZ,0
RNF10,0
CEP120,0
CHAF1A,0
DCTPP1,0
LZTS2,0
BUB1B,0
TMEM115,0
KCTD5,0
ACTR2,0
ANAPC15,0
RINT1,0
SPART,0
TSG101,0
PUF60,0
ZFP36L1,0
KAT7,0
RNF216,0
WIZ,0
NCOA5,0
TOMM6,0
CDC42,0
LMO4,0
TIMM17B,0
VRK3,0
PPP1R15A,0
YWHAQ,0
L3MBTL1,0
HAUS4,0
RPA4,0
RPL38,0
ORC5,0
ARID4A,0
MAPRE1,0
DVL1,0
RPL23,0
CEP152,0
ATRN,0
PPP2R2D,0
FBXO30,0
HMMR,0
RALY,0
UBE2F,0
MIS18A,0
MYL6,0
MOB3A,0
SMIM26,0
ZFP36L2,0
VARS,0
DEPDC1,0
EWSR1,0
GLG1,0
USP29,0
PYCR2,0
RPRD2,0
ANP32A,0
GBA2,0
AFG2B,0
GTPBP1,0
SMDT1,0
SEPTIN8,0
BPGM,0
RAB7A,0
SPG7,0
MBTPS1,0
PCMTD2,0
H3-5,0
CBX5,0
MEA1,0
CCNA2,0
TMEM127,0
HNRNPA1,0
MED21,0
SBDS,0
TIMM10,0
FANCM,0
SEPTIN2,0
ORC2,0
CCSAP,0
EZR,0
JTB,0
DTL,0
EAPP,0
TRMT112,0
AURKC,0
CYP26B1,0
H3-7,0
SMYD5,0
NUP133,0
TSR2,0
TNFAIP1,0
GINS4,0
U2AF1,0
AGPAT3,0
PPP1CC,0
RPS8,0
REC8,0
PQLC1,0
STK11,0
WBP2NL,0
TM2D3,0
RFC4,0
ECPAS,0
MOV10L1,0
COX7A2L,0
NR1H2,0
TMX2,0
MRPL39,0
PLAA,0
C9ORF16,0
EXOC6B,0
CCNT1,0
SS18L2,0
LEPROT,0
TXNDC9,0
SDE2,0
PMM1,0
SENP2,0
FBXW11,0
NEK11,0
TOP6BL,0
DCDC1,0
ZCWPW1,0
ZBTB49,0
HLA-A,0
E2F2,0
SEPTIN6,0
MRPL12,0
YTHDF2,0
MED9,0
ADARB1,0
PREB,0
WIPI2,0
PPP1R12C,0
PSMD5,0
CTC1,0
TMEM41A,0
USP26,0
ATP5MC1,0
SKA1,0
EIF1B,0
DYNC1LI1,0
RAB6C,0
CHTF8,0
LARS,0
TIPIN,0
LSM3,0
SAMD4B,0
MARCH5,0
ATF6B,0
SUPT6H,0
NT5C2,0
ZMYND19,0
PNRC2,0
COPS4,0
GRB2,0
B4GALT7,0
ATRAID,0
RPL15,0
SSSCA1,0
RIOK2,0
B4GAT1,0
FBXO6,0
TRAPPC1,0
RANBP2,0
FEM1B,0
TACC2,0
SELENOT,0
NMD3,0
VPS52,0
NDUFA4,0
DGKZ,0
TAF1,0
SERINC1,0
E2F4,0
ASXL1,0
OST4,0
SURF4,0
ETS1,0
ZNF672,0
JADE1,0
CRTAP,0
ZNHIT1,0
CHD3,0
RSL24D1,0
RPL41,0
LIN37,0
C12ORF57,0
HCFC1,0
ECRG4,0
DCTD,0
CDCA5,0
ZNF777,0
POC1A,0
KIF20A,0
JUND,0
EIF5B,0
MCM2,0
PBRM1,0
HIPK1,0
CCNI,0
SEM1,0
CGGBP1,0
MEIKIN,0
SMARCC2,0
LBR,0
TSC22D2,0
UBE2K,0
HMGN4,0
RTKN,0
LYAR,0
APPL1,0
VPS37C,0
HORMAD2,0
DBF4,0
CDKN3,0
NCOR1,0
FUBP1,0
MRPL49,0
SLC38A2,0
SNRPA,0
SERP1,0
GPR132,0
RPN1,0
DNAJB2,0
MTMR4,0
SFT2D1,0
POLR2C,0
CUL2,0
FAM9B,0
KIFC1,0
TAF1L,0
RNASEH2A,0
CKAP2,0
RAD54L,0
FHL1,0
TBRG4,0
ATPAF1,0
WDR5,0
THOC7,0
ADH5,0
TIMM22,0
PPP6C,0
DBF4B,0
ZNF22,0
RAB2B,0
CLASP1,0
TOMM22,0
GNL2,0
USE1,0
IQCB1,0
TACC3,0
PHF12,0
CUL7,0
POLA1,0
MAGEF1,0
RAN,0
CMPK1,0
NUDT16,0
SMC2,0
KTN1,0
UBE2V1,0
UBE2D2,0
RHBDD2,0
COA4,0
HBP1,0
ARFGAP3,0
AKAP10,0
CYP27B1,0
MBD1,0
CD63,0
SETD1A,0
REXO1,0
HOXC9,0
SAFB2,0
RNF19A,0
MTPN,0
NDUFB1,0
NACC1,0
METTL3,0
UQCRH,0
RUNX3,0
COA5,0
EIF3K,0
MRPL14,0
LENG1,0
SERBP1,0
SKP1,0
DDX17,0
TAF7,0
CCNE1,0
KPNA4,0
SIRT7,0
TERF1,0
KRTCAP2,0
NUP214,0
KMT2E,0
ANAPC16,0
TATDN2,0
DLD,0
MRPS26,0
CCNJL,0
EIF4B,0
SRRM1,0
PFDN2,0
BMAL1,0
SPTSSA,0
PPIB,0
ABHD4,0
CTDSP2,0
PSMD8,0
CLTCL1,0
PRMT5,0
MAD1L1,0
ANXA11,0
CHMP7,0
LIN9,0
TLE3,0
C6ORF89,0
PPTC7,0
DDX4,0
C1ORF146,0
HDDC2,0
IRF2BPL,0
MPC2,0
DDA1,0
PHGDH,0
LSG1,0
PIWIL2,0
GAPDH,0
BRMS1L,0
LUC7L3,0
DNAJC8,0
RPL30,0
ARPP19,0
GPAA1,0
CDK8,0
OTUD5,0
OPN1MW2,0
DPY30,0
TAPBP,0
PSMB4,0
PCGF3,0
RRM2,0
DMAC1,0
SELENOF,0
RPL7L1,0
ARID1B,0
NDUFS6,0
MIEF1,0
TECPR1,0
EIF4E,0
INO80B,0
CGRRF1,0
MAGED2,0
TUBA1A,0
PSMB7,0
IQGAP1,0
DNA2,0
DENND6A,0
RPS11,0
RFC3,0
OTUB1,0
ASZ1,0
STX4,0
PANK3,0
CNOT7,0
EEFSEC,0
SNF8,0
NEK2,0
GCN1,0
TOLLIP,0
CALR,0
IQGAP2,0
IGSF8,0
SNX9,0
PMF1,0
HADHA,0
GFI1B,0
HAUS6,0
KIAA0319L,0
AK3,0
RPS29,0
MAPK3,0
SUMO1,0
DHX29,0
KCNA5,0
FLOT2,0
RAD9B,0
SOX2,0
ALKBH4,0
HEPACAM2,0
ATP5MPL,0
IPO13,0
USP39,0
ZRSR2,0
PGCKA1,0
PDS5B,0
ENSA,0
INSM2,0
SLC25A28,0
TMEM184C,0
POMGNT1,0
MYO16,0
PSMC1,0
PATL1,0
RNF114,0
RBSN,0
SYF2,0
FBXW5,0
TMEM183A,0
CCDC61,0
BTRC,0
GUK1,0
RPL13,0
MAP2K6,0
TAPT1,0
AK2,0
CNOT9,0
ARL14EP,0
SRSF9,0
CLN5,0
RNF4,0
TTC37,0
ADAM17,0
SUN1,0
CASC3,0
SVIL,0
AXIN2,0
PDE6D,0
CTSZ,0
SPRYD3,0
ASPM,0
CDC42BPB,0
H3Y2,0
MIR208A,0
CIPC,0
MZT1,0
PTDSS2,0
SGF29,0
OS9,0
TOM1L2,0
DRG1,0
FAM107A,0
NDC1,0
ZFYVE19,0
MASTL,0
